chemical	disease1	disease2
8772	17920	39862
24636	17920	39862
11728	17920	39862
3562	17920	39862
16138	17920	39862
25737	28868	39862
29661	28868	39862
8772	28868	39862
35568	28868	39862
55742	28868	39862
24636	28868	39862
11728	28868	39862
60747	28868	39862
3562	28868	39862
16138	28868	39862
29661	5540	39862
60747	5540	39862
3562	5540	39862
16138	5540	39862
24035	5540	39862
29661	51314	39862
8772	51314	39862
35568	51314	39862
60747	51314	39862
16138	51314	39862
53354	51314	39862
33510	43572	39862
29661	43572	39862
8772	43572	39862
35568	43572	39862
46821	43572	39862
24636	43572	39862
11728	43572	39862
3562	43572	39862
16138	43572	39862
8772	38858	39862
46821	38858	39862
60747	38858	39862
3562	38858	39862
16138	38858	39862
33510	6299	39862
53354	6299	39862
8772	21719	39862
24486	21719	39862
45764	61025	39888
45669	61025	39888
46140	61025	39888
55370	61025	39888
51510	61025	39888
58703	61025	39888
3562	61025	39888
28556	61025	39888
45764	18407	39888
37980	18407	39888
3562	18407	39888
55370	44155	39888
494	45228	39888
24705	45228	39888
51510	45228	39888
58703	45228	39888
3562	45228	39888
28556	45228	39888
24705	20236	39888
3562	40568	39888
45969	21089	39888
3562	21089	39888
55370	15173	39888
28861	62356	39890
28861	32267	39890
9018	17071	39897
51102	34319	39897
41997	44206	39897
5357	44206	39897
47529	1764	39897
5190	1764	39897
10716	1764	39897
8008	1764	39897
5357	1764	39897
45648	1764	39897
51102	1764	39897
30302	1764	39897
42717	1764	39897
50093	14518	39897
37640	14518	39897
3562	18136	39897
13753	36924	39897
3562	36924	39897
3562	34083	39897
27757	37740	39897
59579	56142	39897
38162	56142	39897
7440	56142	39897
14439	56142	39897
50093	56142	39897
19241	56142	39897
45179	56142	39897
3562	56142	39897
10716	11011	39897
59579	39959	39897
8008	39959	39897
45179	39959	39897
5357	44702	39897
21361	46286	39897
9018	46286	39897
5759	14282	39897
54824	41389	39897
26975	41389	39897
14439	41389	39897
10716	41389	39897
8008	41389	39897
45179	41389	39897
3562	41389	39897
55742	49157	39897
50258	49157	39897
46516	24481	39897
57273	24481	39897
55742	5714	39897
21361	5714	39897
50093	5714	39897
24039	5714	39897
11728	5714	39897
5357	5714	39897
31944	5714	39897
52194	5714	39897
3562	5714	39897
38162	5676	39897
32957	5676	39897
13596	37051	39897
27757	37051	39897
50093	37051	39897
11728	37051	39897
32957	8601	39897
32957	11228	39897
3562	11228	39897
8797	22354	39897
25904	22354	39897
58380	22354	39897
41595	22354	39897
3562	22354	39897
38876	30198	39897
16138	46710	39897
7440	46710	39897
14439	46710	39897
13863	46710	39897
58380	46710	39897
110	46710	39897
31714	46710	39897
5357	46710	39897
9018	46710	39897
42717	46710	39897
3562	46710	39897
55742	50324	39897
50258	50324	39897
45179	50324	39897
45179	16332	39897
3562	20056	39897
46516	2515	39897
37640	2515	39897
5190	2515	39897
30302	2515	39897
32957	36177	39897
3562	36177	39897
43412	57402	39897
14439	57402	39897
58380	57402	39897
1173	57402	39897
31922	57402	39897
52194	57402	39897
3562	57402	39897
16138	25040	39897
13753	25040	39897
58380	25040	39897
50093	25040	39897
11728	25040	39897
343	25040	39897
45179	25040	39897
52194	25040	39897
3562	25040	39897
10716	43780	39897
27893	34574	39897
1173	34574	39897
11879	34574	39897
30302	34574	39897
28735	34574	39897
11728	52988	39897
50093	29889	39897
110	29889	39897
37640	29889	39897
45179	29889	39897
52194	29889	39897
3562	29889	39897
39392	10160	39897
16138	10160	39897
36016	10160	39897
26975	10160	39897
19363	10160	39897
14439	10160	39897
58380	10160	39897
11728	10160	39897
45179	10160	39897
3562	10160	39897
41997	22054	39897
4957	22054	39897
46516	22054	39897
45914	22054	39897
50093	22054	39897
11728	22054	39897
10716	22054	39897
56824	22054	39897
5357	22054	39897
54824	23867	39897
48921	23867	39897
53458	23867	39897
50093	23867	39897
1173	23867	39897
55070	23867	39897
5190	23867	39897
10716	23867	39897
56824	23867	39897
8008	23867	39897
5357	23867	39897
45648	23867	39897
51102	23867	39897
30302	23867	39897
31944	23867	39897
32957	23867	39897
3562	31238	39897
14439	44391	39897
46516	44391	39897
50093	44391	39897
1173	44391	39897
30302	44391	39897
45179	44391	39897
3562	44391	39897
10716	7095	39897
56824	7095	39897
5357	7095	39897
30302	7095	39897
3562	7095	39897
19363	58584	39897
41595	58584	39897
11728	58584	39897
52194	58584	39897
3562	58584	39897
16138	46982	39897
13596	46982	39897
31714	46982	39897
49696	46982	39897
52194	46982	39897
3562	46982	39897
58380	5309	39897
110	5309	39897
16138	17920	39897
38162	17920	39897
7440	17920	39897
19363	17920	39897
33510	17920	39897
14439	17920	39897
35644	17920	39897
50258	17920	39897
58380	17920	39897
50093	17920	39897
41595	17920	39897
24039	17920	39897
19407	17920	39897
11728	17920	39897
31714	17920	39897
45026	17920	39897
19241	17920	39897
9018	17920	39897
45179	17920	39897
3562	17920	39897
3562	38827	39897
55742	9907	39897
48921	9907	39897
16138	9907	39897
38162	9907	39897
26975	9907	39897
19363	9907	39897
10258	9907	39897
33510	9907	39897
46516	9907	39897
16221	9907	39897
7236	9907	39897
13753	9907	39897
27757	9907	39897
58380	9907	39897
50093	9907	39897
41595	9907	39897
24039	9907	39897
11728	9907	39897
31714	9907	39897
25047	9907	39897
10716	9907	39897
22375	9907	39897
8008	9907	39897
5357	9907	39897
19241	9907	39897
343	9907	39897
45179	9907	39897
52194	9907	39897
3562	9907	39897
12885	23060	39897
54824	23060	39897
16138	23060	39897
53458	23060	39897
14439	23060	39897
58380	23060	39897
50093	23060	39897
11728	23060	39897
31714	23060	39897
10716	23060	39897
56824	23060	39897
8008	23060	39897
5357	23060	39897
51102	23060	39897
9018	23060	39897
3562	23060	39897
16138	60843	39897
46516	60843	39897
13753	60843	39897
58380	60843	39897
51102	60843	39897
52194	60843	39897
16138	29699	39897
14439	29699	39897
13753	29699	39897
59447	29699	39897
58380	29699	39897
50093	29699	39897
110	29699	39897
8008	29699	39897
5357	29699	39897
19241	29699	39897
45179	29699	39897
3562	29699	39897
33510	14592	39897
16221	14592	39897
31922	14592	39897
31714	14592	39897
30302	14592	39897
343	14592	39897
38162	40437	39897
7440	40437	39897
10258	40437	39897
33510	40437	39897
46516	40437	39897
16221	40437	39897
50093	40437	39897
37640	40437	39897
31714	40437	39897
343	40437	39897
45179	40437	39897
52194	40437	39897
41997	33178	39897
59579	33178	39897
16138	33178	39897
47322	33178	39897
38162	33178	39897
7440	33178	39897
19363	33178	39897
17685	33178	39897
33510	33178	39897
14439	33178	39897
13596	33178	39897
46516	33178	39897
16221	33178	39897
35644	33178	39897
7236	33178	39897
13753	33178	39897
27757	33178	39897
58380	33178	39897
50093	33178	39897
18537	33178	39897
24039	33178	39897
19407	33178	39897
11728	33178	39897
31714	33178	39897
10716	33178	39897
8008	33178	39897
5357	33178	39897
19241	33178	39897
343	33178	39897
45179	33178	39897
3562	33178	39897
12885	32588	39897
8797	32588	39897
16138	32588	39897
38162	32588	39897
7440	32588	39897
53458	32588	39897
33510	32588	39897
14439	32588	39897
35644	32588	39897
44583	32588	39897
27757	32588	39897
50258	32588	39897
58380	32588	39897
50093	32588	39897
19407	32588	39897
5190	32588	39897
31714	32588	39897
10716	32588	39897
27774	32588	39897
9018	32588	39897
3562	32588	39897
12885	39387	39897
41997	39387	39897
54824	39387	39897
39392	39387	39897
8797	39387	39897
16138	39387	39897
38162	39387	39897
26975	39387	39897
53458	39387	39897
33510	39387	39897
14439	39387	39897
16221	39387	39897
35644	39387	39897
44583	39387	39897
13863	39387	39897
9720	39387	39897
27757	39387	39897
58380	39387	39897
50093	39387	39897
18537	39387	39897
110	39387	39897
24039	39387	39897
19407	39387	39897
11728	39387	39897
38692	39387	39897
55070	39387	39897
45026	39387	39897
25047	39387	39897
56824	39387	39897
22375	39387	39897
8008	39387	39897
56632	39387	39897
5357	39387	39897
45648	39387	39897
19241	39387	39897
28735	39387	39897
9018	39387	39897
45179	39387	39897
3562	39387	39897
16138	53713	39897
26975	53713	39897
19363	53713	39897
14439	53713	39897
35644	53713	39897
27757	53713	39897
58380	53713	39897
50093	53713	39897
18537	53713	39897
31714	53713	39897
25047	53713	39897
22375	53713	39897
56632	53713	39897
9018	53713	39897
343	53713	39897
32957	53713	39897
3562	53713	39897
12885	62356	39897
46752	62356	39897
41997	62356	39897
55742	62356	39897
59579	62356	39897
8797	62356	39897
26558	62356	39897
16138	62356	39897
47322	62356	39897
6541	62356	39897
31154	62356	39897
35395	62356	39897
38162	62356	39897
36016	62356	39897
26975	62356	39897
19363	62356	39897
17685	62356	39897
53458	62356	39897
33510	62356	39897
14439	62356	39897
13596	62356	39897
16221	62356	39897
35644	62356	39897
44583	62356	39897
13863	62356	39897
9720	62356	39897
60659	62356	39897
13753	62356	39897
27757	62356	39897
31390	62356	39897
50258	62356	39897
58380	62356	39897
50093	62356	39897
41595	62356	39897
110	62356	39897
37640	62356	39897
57273	62356	39897
31922	62356	39897
19407	62356	39897
11728	62356	39897
27209	62356	39897
31714	62356	39897
45026	62356	39897
10716	62356	39897
56824	62356	39897
22375	62356	39897
8008	62356	39897
34802	62356	39897
56632	62356	39897
5357	62356	39897
22849	62356	39897
30302	62356	39897
19241	62356	39897
9018	62356	39897
343	62356	39897
31944	62356	39897
42717	62356	39897
32957	62356	39897
45179	62356	39897
12885	32267	39897
46752	32267	39897
41997	32267	39897
20777	32267	39897
55742	32267	39897
54824	32267	39897
39392	32267	39897
59579	32267	39897
8797	32267	39897
41968	32267	39897
55329	32267	39897
27893	32267	39897
60723	32267	39897
26558	32267	39897
47815	32267	39897
48921	32267	39897
16138	32267	39897
21361	32267	39897
38406	32267	39897
47322	32267	39897
5045	32267	39897
42397	32267	39897
6541	32267	39897
31154	32267	39897
35395	32267	39897
38162	32267	39897
36016	32267	39897
5517	32267	39897
26975	32267	39897
7440	32267	39897
2531	32267	39897
19363	32267	39897
25904	32267	39897
17685	32267	39897
45976	32267	39897
43412	32267	39897
58230	32267	39897
33895	32267	39897
53458	32267	39897
28126	32267	39897
47529	32267	39897
51942	32267	39897
33510	32267	39897
57179	32267	39897
4957	32267	39897
14439	32267	39897
51368	32267	39897
13596	32267	39897
46516	32267	39897
16221	32267	39897
33992	32267	39897
32811	32267	39897
20557	32267	39897
62044	32267	39897
35644	32267	39897
44583	32267	39897
13863	32267	39897
7236	32267	39897
9720	32267	39897
60659	32267	39897
13753	32267	39897
16760	32267	39897
27757	32267	39897
31390	32267	39897
59447	32267	39897
50258	32267	39897
13615	32267	39897
17316	32267	39897
45914	32267	39897
15612	32267	39897
58380	32267	39897
50093	32267	39897
38876	32267	39897
18537	32267	39897
41595	32267	39897
110	32267	39897
24039	32267	39897
3430	32267	39897
37640	32267	39897
57273	32267	39897
1173	32267	39897
31922	32267	39897
19407	32267	39897
5759	32267	39897
11728	32267	39897
33434	32267	39897
27209	32267	39897
38692	32267	39897
44210	32267	39897
55070	32267	39897
11879	32267	39897
5190	32267	39897
31714	32267	39897
45026	32267	39897
40374	32267	39897
25047	32267	39897
49696	32267	39897
10716	32267	39897
56824	32267	39897
22375	32267	39897
8008	32267	39897
26263	32267	39897
34802	32267	39897
56632	32267	39897
5357	32267	39897
22849	32267	39897
45648	32267	39897
30302	32267	39897
19241	32267	39897
27774	32267	39897
28735	32267	39897
35324	32267	39897
9018	32267	39897
16746	32267	39897
343	32267	39897
6983	32267	39897
31944	32267	39897
42717	32267	39897
32957	32267	39897
45179	32267	39897
50636	32267	39897
52194	32267	39897
3562	32267	39897
1173	8403	39897
3562	8403	39897
15054	32267	39944
14144	32267	39944
8008	62318	39959
37708	62318	39959
45179	62318	39959
38014	39387	39959
8008	39387	39959
9406	39387	39959
32079	39387	39959
45179	39387	39959
12166	39387	39959
8008	39897	39959
59579	39897	39959
45179	39897	39959
38014	32267	39959
8008	32267	39959
7390	32267	39959
37957	32267	39959
9406	32267	39959
40436	32267	39959
59579	32267	39959
37708	32267	39959
32079	32267	39959
45179	32267	39959
12166	32267	39959
9711	32267	39959
9406	43057	39959
9711	43057	39959
38014	7472	39959
8008	7472	39959
9406	7472	39959
45179	7472	39959
8900	25689	39962
14439	61950	39968
55917	46710	39968
14439	46710	39968
110	46710	39968
8772	46710	39968
55917	39387	39968
59775	39387	39968
14439	39387	39968
110	39387	39968
8772	39387	39968
8772	37995	39968
110	23408	39968
8772	23408	39968
3767	16083	39993
3767	32267	39993
30222	62356	40054
36199	62356	40054
9711	32267	40082
49959	32267	40112
32805	61025	40145
61982	61025	40145
41860	61025	40145
1802	61025	40145
4135	61025	40145
61176	61025	40145
15277	61025	40145
3562	61025	40145
56503	61025	40145
41860	47778	40145
1802	47778	40145
3562	47778	40145
16741	47778	40145
34314	47778	40145
61982	59745	40145
1802	59745	40145
3562	59745	40145
34314	59745	40145
61176	41328	40145
61982	17231	40145
60178	17231	40145
3562	17231	40145
50124	17231	40145
60032	17231	40145
61982	20282	40145
1802	20282	40145
60032	20282	40145
18310	46104	40145
3562	46104	40145
32805	10267	40145
3562	10267	40145
41860	61392	40145
12425	19459	40145
53455	24223	40145
41860	29551	40145
1802	29551	40145
60178	29551	40145
3562	29551	40145
34314	29551	40145
41860	45281	40145
3562	45281	40145
58380	62356	40153
4705	32267	40154
60461	32267	40154
16138	17920	40160
34917	17920	40160
50093	17920	40160
31714	17920	40160
16138	9907	40160
34917	9907	40160
50093	9907	40160
31714	9907	40160
5410	10040	40209
6567	10040	40209
26558	10040	40209
3562	58768	40209
35568	58768	40209
3562	18810	40209
30122	18810	40209
48042	18810	40209
19135	5847	40209
3562	5847	40209
48042	5847	40209
26717	6262	40209
48042	6262	40209
5410	13952	40209
24035	13952	40209
3562	13952	40209
6567	13952	40209
26717	13952	40209
625	13952	40209
48042	13952	40209
19135	48390	40209
3562	48390	40209
1802	48390	40209
61665	48390	40209
30122	48390	40209
26558	48390	40209
625	48390	40209
33792	48390	40209
48042	48390	40209
34983	48390	40209
19135	8321	40209
24035	8321	40209
3562	8321	40209
61665	8321	40209
30122	8321	40209
35568	8321	40209
31447	8321	40209
8632	8321	40209
18958	8321	40209
625	8321	40209
48042	8321	40209
7369	8321	40209
19135	33587	40209
24035	33587	40209
3562	33587	40209
61665	33587	40209
26717	33587	40209
625	33587	40209
48042	33587	40209
18573	11367	40209
5766	11367	40209
19135	1293	40209
24035	1293	40209
3562	1293	40209
1802	1293	40209
61665	1293	40209
35568	1293	40209
6567	1293	40209
31447	1293	40209
26558	1293	40209
625	1293	40209
48042	1293	40209
19135	57452	40209
47832	57452	40209
24955	57452	40209
3562	57452	40209
1802	57452	40209
30122	57452	40209
6567	57452	40209
26717	57452	40209
625	57452	40209
33792	57452	40209
34983	57452	40209
7369	57452	40209
5410	10829	40209
61665	10829	40209
6567	10829	40209
26558	10829	40209
26717	10829	40209
33792	10829	40209
48042	10829	40209
19135	42738	40209
5410	42738	40209
3562	42738	40209
61665	42738	40209
30122	42738	40209
35568	42738	40209
26558	42738	40209
19033	42738	40209
49479	42738	40209
18958	42738	40209
33792	42738	40209
48042	42738	40209
56471	50875	40228
10501	40431	40231
30122	40431	40231
10501	33178	40231
35568	33178	40231
62808	33178	40231
16138	33178	40231
24039	33178	40231
30122	33178	40231
3562	33178	40231
2528	33178	40231
23442	32267	40231
10501	32267	40231
55411	32267	40231
35568	32267	40231
61982	32267	40231
58103	32267	40231
19903	32267	40231
62808	32267	40231
61305	32267	40231
16138	32267	40231
24039	32267	40231
29838	32267	40231
30122	32267	40231
3562	32267	40231
2528	32267	40231
46821	32267	40231
58103	59478	40231
30122	59478	40231
35568	48975	40231
30122	48975	40231
23442	36069	40231
10501	36069	40231
35568	36069	40231
58103	36069	40231
50920	36069	40231
19903	36069	40231
62808	36069	40231
16138	36069	40231
15011	36069	40231
30122	36069	40231
3562	36069	40231
2528	36069	40231
46821	36069	40231
23442	49334	40231
35568	49334	40231
16138	49334	40231
30122	49334	40231
3562	49334	40231
2528	49334	40231
46821	49334	40231
23330	32267	40254
25127	32267	40254
52194	44849	40255
24035	44849	40255
3562	44849	40255
35410	44849	40255
52194	32267	40255
8772	32267	40255
17057	32267	40255
24035	32267	40255
3562	32267	40255
24486	32267	40255
52194	35629	40255
24035	35629	40255
3562	35629	40255
24486	35629	40255
35410	35629	40255
54707	8321	40255
52194	8321	40255
17057	8321	40255
24035	8321	40255
3562	8321	40255
24486	8321	40255
30302	32267	40256
6526	32267	40267
5357	23060	40313
5357	32267	40313
50173	32267	40360
10501	55427	40385
10501	30787	40385
21112	30787	40385
55376	125	40410
5991	3568	40420
8772	2569	40424
8772	49334	40424
1119	11962	40424
8772	11962	40424
8772	32267	40424
38038	32267	40424
30868	32267	40429
10501	3665	40431
11728	3665	40431
30122	3665	40431
51708	3665	40431
59321	3665	40431
10501	35629	40431
10473	35629	40431
30122	35629	40431
10501	22030	40431
11728	22030	40431
10473	22030	40431
30122	22030	40431
59321	22030	40431
10501	40231	40431
30122	40231	40431
30122	12714	40431
10501	62600	40431
10473	62600	40431
30122	62600	40431
1076	1105	40432
33510	32267	40437
59374	32267	40437
50093	32267	40437
24636	32267	40437
3357	32267	40437
44250	32267	40437
43091	32267	40437
7440	32267	40437
35880	32267	40437
45179	32267	40437
10597	32267	40437
18081	32267	40437
47220	32267	40437
42871	32267	40437
343	32267	40437
33962	32267	40437
8772	32267	40437
46516	32267	40437
27474	32267	40437
31714	32267	40437
15202	32267	40437
17418	32267	40437
38947	32267	40437
37640	32267	40437
16221	32267	40437
52194	32267	40437
38162	32267	40437
8772	24834	40437
50093	33934	40437
42871	33934	40437
46516	33934	40437
38947	33934	40437
52194	33934	40437
33510	39897	40437
50093	39897	40437
10258	39897	40437
7440	39897	40437
45179	39897	40437
343	39897	40437
46516	39897	40437
31714	39897	40437
37640	39897	40437
16221	39897	40437
52194	39897	40437
38162	39897	40437
50093	25040	40437
45179	25040	40437
343	25040	40437
27474	25040	40437
52194	25040	40437
42871	14282	40437
40953	14282	40437
33510	8748	40437
50093	8748	40437
44250	8748	40437
8772	8748	40437
27474	8748	40437
31714	8748	40437
15202	8748	40437
20776	573	40445
19139	27823	40462
19139	61772	40462
3562	44880	40462
28235	44880	40462
30506	44880	40462
19139	44880	40462
30762	46116	40462
8772	36505	40467
23616	36505	40467
9406	32267	40467
8772	32267	40467
34917	32267	40467
46867	32267	40467
55590	32267	40467
59579	32267	40467
23616	32267	40467
54198	32267	40467
45179	32267	40467
58103	32267	40467
14439	32267	40467
55358	32267	40467
9406	52853	40467
8772	52853	40467
46867	52853	40467
8772	7158	40467
45179	7158	40467
9406	60063	40467
14439	60063	40467
46516	32267	40477
61982	59508	40507
3562	49045	40507
3562	36472	40507
26261	36472	40507
35730	36472	40507
59317	36472	40507
3562	49989	40507
3562	39888	40568
3562	38389	40568
11767	38389	40568
20968	32267	40569
1650	44471	40575
5363	44471	40575
3562	17754	40575
23442	17754	40575
30122	17754	40575
8772	17754	40575
8772	38035	40575
3562	49611	40575
23442	49611	40575
41997	49611	40575
21026	49611	40575
35568	49611	40575
30122	49611	40575
45179	3427	40575
3562	3427	40575
23442	3427	40575
16156	3427	40575
10501	3427	40575
11728	3427	40575
35568	3427	40575
30122	3427	40575
8772	3427	40575
11884	49837	40575
3562	49837	40575
23980	49837	40575
3562	9787	40575
11728	9787	40575
30122	9787	40575
8772	9787	40575
58380	44763	40575
45179	44763	40575
3562	44763	40575
16156	44763	40575
11728	44763	40575
8772	44763	40575
3562	24663	40575
8772	24663	40575
717	44702	40575
8772	44702	40575
11728	5755	40575
8772	13588	40575
58380	48635	40575
11728	48635	40575
10305	48635	40575
45179	42316	40575
8772	42316	40575
41997	14225	40575
5363	14225	40575
58380	61950	40575
3562	61950	40575
23442	61950	40575
23980	61950	40575
11728	61950	40575
30122	61950	40575
32638	48975	40575
110	48975	40575
41997	48975	40575
45385	48975	40575
56824	48975	40575
35568	48975	40575
30122	48975	40575
51376	23867	40575
50027	23867	40575
56824	23867	40575
35568	23867	40575
8772	23867	40575
1173	23867	40575
58380	26463	40575
51376	26463	40575
45179	26463	40575
1650	26463	40575
110	26463	40575
41997	26463	40575
5363	26463	40575
50027	26463	40575
56824	26463	40575
44153	26463	40575
35568	26463	40575
8772	26463	40575
3562	15877	40575
30122	15877	40575
3562	7095	40575
1650	7095	40575
50027	7095	40575
56824	7095	40575
8772	7095	40575
58380	17920	40575
45179	17920	40575
3562	17920	40575
30222	17920	40575
11728	17920	40575
8772	17920	40575
58380	36069	40575
45179	36069	40575
32638	36069	40575
6982	36069	40575
3562	36069	40575
717	36069	40575
23442	36069	40575
42786	36069	40575
23980	36069	40575
16156	36069	40575
30019	36069	40575
10501	36069	40575
11728	36069	40575
35568	36069	40575
30122	36069	40575
8772	36069	40575
1173	36069	40575
58380	39387	40575
45179	39387	40575
32638	39387	40575
13863	39387	40575
3562	39387	40575
717	39387	40575
30868	39387	40575
110	39387	40575
26975	39387	40575
41997	39387	40575
11728	39387	40575
10305	39387	40575
56824	39387	40575
44153	39387	40575
8772	39387	40575
58380	9907	40575
45179	9907	40575
59147	9907	40575
3562	9907	40575
23442	9907	40575
30868	9907	40575
42786	9907	40575
43713	9907	40575
30222	9907	40575
16156	9907	40575
26975	9907	40575
10501	9907	40575
11728	9907	40575
10305	9907	40575
35568	9907	40575
30122	9907	40575
8772	9907	40575
58380	26021	40575
51376	26021	40575
3562	26021	40575
717	26021	40575
47815	26021	40575
26975	26021	40575
50027	26021	40575
56824	26021	40575
35568	26021	40575
30122	26021	40575
8772	26021	40575
1173	26021	40575
58380	32267	40575
45179	32267	40575
32638	32267	40575
13863	32267	40575
6982	32267	40575
59147	32267	40575
11884	32267	40575
3562	32267	40575
2319	32267	40575
21604	32267	40575
717	32267	40575
23442	32267	40575
17255	32267	40575
30868	32267	40575
42786	32267	40575
43713	32267	40575
23980	32267	40575
1650	32267	40575
47815	32267	40575
110	32267	40575
30222	32267	40575
20734	32267	40575
16156	32267	40575
26975	32267	40575
41997	32267	40575
55327	32267	40575
30019	32267	40575
41640	32267	40575
10501	32267	40575
5363	32267	40575
45385	32267	40575
21026	32267	40575
11728	32267	40575
10305	32267	40575
50027	32267	40575
56824	32267	40575
44153	32267	40575
35568	32267	40575
30122	32267	40575
8772	32267	40575
1173	32267	40575
58380	62356	40575
51376	62356	40575
45179	62356	40575
32638	62356	40575
13863	62356	40575
6982	62356	40575
2319	62356	40575
23442	62356	40575
30868	62356	40575
23980	62356	40575
1650	62356	40575
110	62356	40575
30222	62356	40575
26975	62356	40575
41997	62356	40575
11728	62356	40575
10305	62356	40575
50027	62356	40575
56824	62356	40575
30122	62356	40575
8772	62356	40575
5357	54948	40662
3562	54948	40662
54883	54948	40662
5357	55315	40662
3562	55315	40662
59440	55315	40662
19834	55315	40662
23616	55315	40662
19834	29888	40662
5357	61950	40662
3562	61950	40662
19834	61950	40662
58011	16875	40664
24434	3789	40671
35568	16297	40671
7303	16297	40671
2528	16297	40671
48147	16297	40671
40214	16297	40671
8502	16297	40671
55658	16297	40671
3562	16297	40671
37980	11687	40671
12258	48416	40671
35568	48416	40671
34983	48416	40671
625	48416	40671
37980	48416	40671
3562	48416	40671
17358	50120	40671
12258	32443	40671
30122	32443	40671
12173	32443	40671
32747	32443	40671
3562	32443	40671
19826	32443	40671
35568	59068	40671
24129	59068	40671
12173	59068	40671
32747	59068	40671
19826	59068	40671
8772	21367	40671
3562	21367	40671
11107	20178	40671
37698	20178	40671
3562	20178	40671
2778	20178	40671
24035	33587	40671
625	33587	40671
33390	33587	40671
3562	33587	40671
62750	33587	40671
2778	33587	40671
57425	55214	40671
35568	55214	40671
7303	55214	40671
58821	55214	40671
17734	55214	40671
17358	55214	40671
24035	55214	40671
30122	55214	40671
37407	55214	40671
2528	55214	40671
12173	55214	40671
48147	55214	40671
32747	55214	40671
31447	55214	40671
40214	55214	40671
8502	55214	40671
37980	55214	40671
3562	55214	40671
53288	55214	40671
7303	57524	40671
17358	57524	40671
8772	57524	40671
30122	57524	40671
2528	57524	40671
12173	57524	40671
32747	57524	40671
3562	57524	40671
19826	57524	40671
3562	10494	40671
19826	10494	40671
35568	56578	40671
58821	56578	40671
8772	56578	40671
30122	56578	40671
55658	56578	40671
37980	56578	40671
19139	56578	40671
3562	56578	40671
53288	56578	40671
35568	47778	40671
24035	47778	40671
8772	47778	40671
30122	47778	40671
2528	47778	40671
55658	47778	40671
37980	47778	40671
3562	47778	40671
53288	47778	40671
12173	28373	40671
35568	1293	40671
7303	1293	40671
24035	1293	40671
625	1293	40671
33390	1293	40671
15277	1293	40671
48147	1293	40671
32747	1293	40671
31447	1293	40671
55658	1293	40671
11107	1293	40671
3562	1293	40671
62750	1293	40671
2778	1293	40671
35568	56644	40671
8772	56644	40671
30122	56644	40671
625	56644	40671
24434	56644	40671
33390	56644	40671
2528	56644	40671
61176	56644	40671
48147	56644	40671
37980	56644	40671
37698	56644	40671
3562	56644	40671
38812	56644	40671
3562	32267	40679
5126	32267	40680
17674	26238	40694
8772	32267	40712
53803	32267	40712
50093	33178	40716
8008	33178	40716
39002	33178	40716
8772	33178	40716
38919	32267	40722
3562	28203	40741
3562	60119	40741
50082	44849	40741
1945	44849	40741
3562	44849	40741
10473	44849	40741
25722	44849	40741
3562	41425	40741
10473	41425	40741
52194	32267	40755
3562	32267	40755
30122	33032	40767
8772	33862	40769
8772	18968	40769
3767	57774	40769
8772	57774	40769
19826	48097	40794
17859	48097	40794
19826	42236	40794
17859	51496	40794
19826	17772	40794
17859	17772	40794
19826	32267	40794
19826	12331	40794
61665	25298	40798
24035	32267	40801
28703	8480	40810
9342	8480	40810
52567	32267	40811
36059	14	40838
36059	25583	40838
59581	34833	40844
8744	34833	40844
28740	32267	40846
31540	32267	40852
17413	32267	40899
3562	32267	40899
40577	61949	40922
19869	21075	40930
10473	48551	40930
39763	32267	40930
19869	32267	40930
10473	32267	40930
44688	32267	40985
45513	32267	40987
58380	12442	41026
3562	49034	41038
13120	49034	41038
62191	49034	41038
26558	49034	41038
229	49034	41038
17674	49034	41038
31447	1293	41038
3562	1293	41038
13120	1293	41038
62191	1293	41038
48042	1293	41038
26558	1293	41038
50004	1293	41038
3562	57605	41038
12768	57605	41038
50004	57605	41038
3562	27417	41038
50004	27417	41038
3562	50807	41038
575	35447	41051
8772	9907	41054
61341	35959	41071
41171	35959	41071
21933	35959	41071
42520	35959	41071
55091	62133	41109
8614	18407	41120
61770	36675	41140
3562	32267	41141
3562	18864	41169
46930	18864	41169
46930	47390	41169
3562	42091	41169
3562	41893	41169
19336	51856	41178
7775	32267	41182
8772	32267	41182
8772	28916	41198
3562	28916	41198
41595	32267	41198
8772	32267	41198
3562	32267	41198
8772	37886	41198
3562	37886	41198
58383	23474	41205
34322	23474	41205
12737	23474	41205
18771	32267	41232
16156	32267	41232
24363	32267	41232
59507	32267	41232
18771	55315	41232
16156	55315	41232
24363	55315	41232
16156	13915	41232
8772	32267	41245
31714	32267	41245
49011	27249	41268
61665	27249	41268
5876	22239	41274
50713	41386	41274
3562	41386	41274
41401	41386	41274
50713	32267	41274
3562	32267	41274
41401	32267	41274
50674	32267	41274
45969	32267	41274
3562	44322	41274
45969	44322	41274
3562	57605	41274
50674	57605	41274
3562	61025	41274
20147	38678	41274
31871	34662	41276
45669	34662	41276
45669	9785	41276
31871	38474	41276
9439	38474	41276
45669	38474	41276
349	13706	41276
45669	32443	41276
31871	29194	41276
9439	29194	41276
349	29194	41276
31871	22427	41276
9439	22427	41276
45669	22427	41276
349	22427	41276
24030	43654	41281
15119	43654	41281
43045	59938	41281
15119	15247	41281
2528	1131	41289
2528	8321	41289
3562	27068	41291
23468	27068	41291
11728	27068	41291
3562	60765	41291
3562	62600	41291
3562	12714	41291
46557	12714	41291
3562	32267	41291
55091	32267	41291
23468	32267	41291
